day,provincia,active,ili
2014-02-03,PR,1,0
2014-02-03,TA,1,0
2014-02-03,PA,1,0
2014-02-03,CO,5,0
2014-02-03,IM,4,0
2014-02-03,RC,1,0
2014-02-03,CA,2,0
2014-02-03,FM,1,0
2014-02-03,RO,1,0
2014-02-03,GR,1,0
2014-02-03,RI,1,0
2014-02-03,GO,1,0
2014-02-03,VA,5,0
2014-02-03,PD,4,0
2014-02-03,VI,5,0
2014-02-03,BZ,13,0
2014-02-03,AP,1,0
2014-02-03,TV,12,0
2014-02-03,SO,1,0
2014-02-03,GE,4,0
2014-02-03,FC,2,0
2014-02-03,VE,5,0
2014-02-03,CE,3,0
2014-02-03,FG,1,0
2014-02-03,LI,3,0
2014-02-03,NO,1,0
2014-02-03,CB,1,0
2014-02-03,UD,4,0
2014-02-03,BI,1,0
2014-02-03,FI,4,0
2014-02-03,ME,1,0
2014-02-03,SS,1,0
2014-02-03,PV,2,0
2014-02-03,TN,12,0
2014-02-03,CH,4,0
2014-02-03,PT,1,0
2014-02-03,AN,9,0
2014-02-03,CT,1,0
2014-02-03,BA,1,0
2014-02-03,RN,2,0
2014-02-03,NA,5,0
2014-02-03,CI,1,0
2014-02-03,SV,4,1
2014-02-03,BS,4,0
2014-02-03,PU,1,0
2014-02-03,VT,2,0
2014-02-03,AR,4,0
2014-02-03,PI,4,0
2014-02-03,RM,47,0
2014-02-03,MC,2,0
2014-02-03,RA,4,0
2014-02-03,BG,5,0
2014-02-03,CS,1,0
2014-02-04,VI,6,0
2014-02-04,BI,1,0
2014-02-04,BA,1,0
2014-02-04,CB,1,0
2014-02-04,NA,5,0
2014-02-04,RM,46,1
2014-02-04,TO,49,1
2014-02-04,SO,1,0
2014-02-04,FI,4,0
2014-02-04,AG,1,0
2014-02-04,LU,4,0
2014-02-04,CO,5,0
2014-02-04,IM,4,0
2014-02-04,CA,2,0
2014-02-04,UD,4,0
2014-02-04,GR,1,0
2014-02-04,ME,1,0
2014-02-04,TN,12,0
2014-02-04,TV,12,0
2014-02-04,SV,4,0
2014-02-04,RC,1,0
2014-02-04,RN,2,0
2014-02-04,RI,1,0
2014-02-04,RE,3,0
2014-02-04,MC,2,0
2014-02-04,GO,1,0
2014-02-04,AP,1,0
2014-02-04,PA,1,0
2014-02-04,VA,5,0
2014-02-04,PV,1,0
2014-02-04,VR,2,0
2014-02-04,GE,4,0
2014-02-04,FC,2,0
2014-02-04,VE,5,0
2014-02-04,FM,1,0
2014-02-04,LI,3,0
2014-02-04,LC,2,0
2014-02-04,CT,1,0
2014-02-04,CE,3,0
2014-02-04,CR,2,0
2014-02-04,MN,1,0
2014-02-04,FG,1,0
2014-02-04,PU,1,0
2014-02-04,MO,4,0
2014-02-04,CH,3,0
2014-02-04,TA,1,0
2014-02-04,RA,4,0
2014-02-04,SR,3,0
2014-02-04,BO,18,0
2014-02-04,PR,1,0
2014-02-04,PG,2,0
2014-02-04,AN,9,0
2014-02-04,BG,5,0
2014-02-04,FE,3,0
2014-02-04,CS,1,0
2014-02-04,MB,8,0
2014-02-04,MI,46,0
2014-02-04,AR,4,0
2014-02-04,BZ,12,0
2014-02-04,PD,4,0
2014-02-04,SI,2,0
2014-02-04,RG,1,0
2014-02-04,SS,1,0
2014-02-04,AL,4,0
2014-02-04,PI,4,0
2014-02-04,PO,2,0
2014-02-04,VT,2,0
2014-02-04,TS,5,0
2014-02-05,CO,5,0
2014-02-05,TN,12,0
2014-02-05,CB,1,0
2014-02-05,ME,1,0
2014-02-05,SV,4,0
2014-02-05,RC,1,0
2014-02-05,GR,1,0
2014-02-05,VA,5,0
2014-02-05,TV,12,0
2014-02-05,FI,4,0
2014-02-05,RM,46,0
2014-02-05,PG,2,0
2014-02-05,VR,2,0
2014-02-05,RI,1,0
2014-02-05,TA,1,0
2014-02-05,PA,1,0
2014-02-05,MO,4,0
2014-02-05,BO,18,0
2014-02-05,PO,2,0
2014-02-05,FE,3,0
2014-02-05,FG,1,0
2014-02-05,BI,1,0
2014-02-05,MI,44,2
2014-02-05,AL,4,0
2014-02-05,VI,8,0
2014-02-05,CH,3,0
2014-02-05,SR,3,0
2014-02-05,CS,1,0
2014-02-05,AN,9,0
2014-02-05,SS,1,0
2014-02-05,SI,2,0
2014-02-05,TS,4,0
2014-02-05,LU,4,0
2014-02-05,AR,4,0
2014-02-05,RA,4,0
2014-02-05,TO,49,0
2014-02-05,LC,2,0
2014-02-05,MC,2,0
2014-02-05,FM,1,0
2014-02-05,CR,2,0
2014-02-05,RN,2,0
2014-02-05,GE,4,0
2014-02-05,BA,1,0
2014-02-05,IM,4,0
2014-02-05,CA,2,0
2014-02-05,VT,2,0
2014-02-05,LI,3,0
2014-02-05,MN,1,0
2014-02-05,BZ,12,0
2014-02-05,FC,2,0
2014-02-05,PU,1,0
2014-02-05,SO,1,0
2014-02-05,PI,4,0
2014-02-05,GO,1,0
2014-02-05,PD,3,0
2014-02-05,AG,1,0
2014-02-05,RE,2,0
2014-02-05,CT,1,0
2014-02-05,BG,5,0
2014-02-05,UD,4,0
2014-02-05,VE,5,0
2014-02-05,MB,8,0
2014-02-05,PR,1,0
2014-02-05,RG,1,0
2014-02-05,AP,1,0
2014-02-05,PV,1,0
2014-02-05,CE,3,0
2014-02-05,NA,4,0
2014-02-06,TO,48,0
2014-02-06,CE,3,0
2014-02-06,AG,1,0
2014-02-06,MC,2,0
2014-02-06,FI,4,0
2014-02-06,CO,5,0
2014-02-06,FE,3,0
2014-02-06,LU,4,0
2014-02-06,TN,12,0
2014-02-06,FM,1,0
2014-02-06,PA,1,0
2014-02-06,LI,3,0
2014-02-06,RE,2,0
2014-02-06,GE,4,0
2014-02-06,GO,1,0
2014-02-06,TV,12,0
2014-02-06,AN,9,0
2014-02-06,IM,4,0
2014-02-06,AR,3,0
2014-02-06,CB,1,0
2014-02-06,PD,3,0
2014-02-06,VR,2,0
2014-02-06,PG,2,0
2014-02-06,BA,1,0
2014-02-06,SI,2,0
2014-02-06,ME,1,0
2014-02-06,SS,1,0
2014-02-06,VA,1,0
2014-02-06,PV,1,0
2014-02-06,CA,2,0
2014-02-06,UD,4,0
2014-02-06,CH,3,0
2014-02-06,GR,1,0
2014-02-06,CR,2,0
2014-02-06,LC,2,0
2014-02-06,RA,4,0
2014-02-06,SV,4,0
2014-02-06,RN,2,0
2014-02-06,BO,18,0
2014-02-06,PO,2,0
2014-02-06,VE,5,0
2014-02-06,PU,1,0
2014-02-06,MB,7,0
2014-02-06,MI,44,0
2014-02-06,FC,2,0
2014-02-06,BI,1,0
2014-02-06,RM,46,0
2014-02-06,BZ,12,0
2014-02-06,VI,8,0
2014-02-06,NA,4,0
2014-02-06,TA,1,0
2014-02-06,RG,1,0
2014-02-06,CS,1,0
2014-02-06,BG,5,0
2014-02-06,PI,4,0
2014-02-06,RI,1,0
2014-02-06,RC,1,0
2014-02-06,CT,1,0
2014-02-06,MN,1,0
2014-02-06,FG,1,0
2014-02-06,VT,2,0
2014-02-06,SR,1,0
2014-02-06,AL,4,0
2014-02-06,TS,4,0
2014-02-06,MO,4,0
2014-02-06,SO,1,0
2014-02-06,AP,1,0
